"NGÂN HÀNG NÔNG NGHIỆP
 VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM",,,,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc",,,
146,"Theo quy định của Agribank, Người phê duyệt bảo lãnh là ai?",Là người có thẩm quyền phê duyệt/không phê duyệt cấp bảo lãnh đối với các khoản cấp bảo lãnh vượt thẩm quyền của cấp dưới theo quy định của Agribank từng thời kỳ.,Là người có thẩm quyền chấp thuận hay không chấp thuận cấp bảo lãnh đối với các bảo lãnh vượt thẩm quyền của cấp dưới theo quy định của Agribank từng thời kỳ và ký trên Báo cáo đề xuất cấp bảo lãnh/Báo cáo thẩm định (nếu có).,Là người có thẩm quyền chấp thuận hay không chấp thuận cấp bảo lãnh đối với các bảo lãnh vượt thẩm quyền của cấp dưới theo quy định của Agribank từng thời kỳ.,,1,Khoản 38 Điều 3 QC 346/QC-HĐTV-TD 
147,"Thời hạn quyết định cấp bảo lãnh tối đa kể từ ngày nhận đủ hồ sơ, thông tin hợp lệ tại Agribank nơi cấp bảo lãnh?","Tối đa 05 (năm) ngày làm việc. Trường hợp đã cấp bảo lãnh theo hạn mức, thời hạn cấp bảo lãnh từng lần tối đa 2 ngày làm việc.","Tối đa 10 (năm) ngày làm việc. Trường hợp đã cấp bảo lãnh theo hạn mức, thời hạn cấp bảo lãnh từng lần tối đa 5 ngày làm việc.","Tối đa 10 (năm) ngày làm việc. Trường hợp đã cấp bảo lãnh theo hạn mức, thời hạn cấp bảo lãnh từng lần tối đa 3 ngày làm việc.","Tối đa 5 (năm) ngày làm việc. Trường hợp đã cấp bảo lãnh theo hạn mức, thời hạn cấp bảo lãnh từng lần tối đa 3 ngày làm việc.",1,Khoản 1 Điều 10 QyĐ 1445 /QyĐ-NHNo-TD
148,Nhiệm vụ của người thẩm định tại Agribank nơi cấp bảo lãnh là gì?,"Thẩm định khoản bảo lãnh trên cơ sở thông tin, hồ sơ bảo lãnh, tài liệu .","Thẩm định khoản bảo lãnh trên cơ sở Báo cáo đề xuất cấp bảo lãnh (phần Báo cáo đánh giá hồ sơ và đề xuất cấp bảo lãnh của Người quan hệ khách hàng), trường hợp cần thiết thu thập thông tin bổ sung.",Thẩm định khoản bảo lãnh trên cơ sở Biên bản nghiệm thu và Báo cáo đề xuất cấp bảo lãnh (phần Báo cáo đánh giá hồ sơ và đề xuất cấp bảo lãnh của Người quan hệ khách hàng),Đáp án 1 và 2,4,Khoản 1 Điều 15 Quy định 1445 /QyĐ-NHNo-TD
149,"Người quyết định bảo lãnh xem xét quyết định cấp bảo lãnh hay không cấp bảo lãnh theo thẩm quyền căn cứ theo hồ sơ, tài liệu nào?",Hồ sơ khoản bảo lãnh; Biên bản họp/Bảng tổng hợp ý kiến Hội đồng tín dụng (nếu có).,"Hồ sơ khoản bảo lãnh, Báo cáo đề xuất cấp bảo lãnh; Báo cáo thẩm định (nếu có), Báo cáo thẩm định lại (nếu có).",Biên bản họp/Bảng tổng hợp ý kiến Hội đồng tín dụng (nếu có).,Đáp án 2 và 3,2,Điều 17 Quy định 1445 /QyĐ-NHNo-TD
150,Hãy chỉ ra căn cứ để Agribank nơi cấp bảo lãnh xác định hạn mức bảo lãnh?,Nhu cầu bảo lãnh của khách hàng; Khả năng tài chính của khách hàng; Mức độ tín nhiệm của khách hàng trong thực hiện nghĩa vụ được bảo lãnh. ,Giá trị tài sản bảo đảm (trường hợp cấp bảo lãnh có bảo đảm bằng tài sản); Các giới hạn tín dụng của Agribank.,Nhu cầu bảo lãnh của khách hàng; Khả năng tài chính của khách hàng; Giá trị tài sản bảo đảm (trường hợp cấp bảo lãnh có bảo đảm bằng tài sản).,Đáp án 1 và 2,4,Khoản 2 Điều 13 Quy định 1445 /QyĐ-NHNo-TD
151,Khách hàng vay vốn Agribank có nghĩa vụ gì?,"Phải sử dụng vốn vay đúng mục đích đã cam kết, hoàn trả nợ gốc, lãi, phí đầy đủ, đúng hạn đã thỏa thuận với Agribank.","Chấp hành các yêu cầu kiểm tra, giám sát của Agribank về sử dụng vốn vay và trả nợ, tình hình TSBĐ, tình hình SXKD, tình hình tài chính của khách hàng.","Cung cấp thông tin, tài liệu, dữ liệu theo thỏa thuận giữa khách hàng và Agribank và chịu trách nhiệm trước pháp luật về tính chính xác, trung thực, đầy đủ các thông tin, tài liệu, dữ liệu đã cung cấp.",Tất cả đáp án trên.,4,"Điểm a, b, c Khoản 2 Điều 35 QC 656/QC-HĐTV-TD được sửa đổi, bổ sung tại QC 579/QC-HĐTV-TD  "
152,"Khi thực hiện tạm dừng, chấm dứt cho vay, thu hồi nợ trước hạn, Agribank thông báo cho khách hàng những nội dung gì?","Thời điểm chấm dứt cho vay, thu hồi nợ trước hạn; số dư nợ gốc bị thu hồi trước hạn;",Thời hạn hoàn trả số dư nợ gốc bị thu hồi trước hạn; thời điểm chuyển nợ quá hạn và lãi suất áp dụng đối với số dư nợ gốc bị thu hồi trước hạn;,Các biện pháp sẽ áp dụng để thu hồi nợ đã cho vay.,Tất cả đáp án trên.,4,Khoản 2 Điều 15 QC 656/QC-HĐTV-TD
153,"Theo quy định của Agribank, những đối tượng nào không được cho vay?",Kế toán trưởng của Agribank; ,Kiểm toán viên đang kiểm toán tại Agribank.,"Cha, mẹ, vợ, chồng, con, anh, chị, em của thành viên Hội đồng thành viên, thành viên Ban kiểm soát, Tổng giám đốc, Phó Tổng giám đốc của Agribank và các chức danh tương đương theo quy định tại Điều lệ của Agribank.",Thành viên đoàn thanh tra đang thanh tra tại Agribank.,3,"Khoản 2 Điều 22 QC 656/QC-HĐTV-TD được sửa đổi, bổ sung tại QC 579/QC-HĐTV-TD  "
154,Đồng tiền trả nợ của khoản vay được áp dụng như thế nào?,"Đồng tiền trả nợ là đồng tiền cho vay của khoản vay. Trường hợp trả nợ bằng đồng tiền khác, thì thực hiện theo thỏa thuận giữa Agribank và khách hàng phù hợp với quy định của pháp luật và của Agribank. ",Đồng tiền trả nợ là đồng tiền cho vay của khoản vay hoặc ngoại tệ mạnh.,Đồng tiền trả nợ là đồng tiền cho vay của khoản vay hoặc USD.,"Đồng tiền trả nợ là đồng tiền Chính phủ Việt Nam chấp nhận, cho phép sử dụng trên lãnh thổ Việt Nam.",1,Khoản 2 Điều 7 QC 656/QC-HĐTV-TD
155,"Sau khi xác lập Thỏa thuận cho vay và thực hiện giải ngân, Khách hàng cung cấp tài liệu nào sau đây cho Agribank nơi cho vay?","Báo cáo việc sử dụng vốn vay và cung cấp thông tin, tài liệu, dữ liệu chứng minh vốn vay được sử dụng đúng mục đích ghi trong Thỏa thuận cho vay.","Dự án đầu tư, phương án sản xuất kinh doanh đề nghị xin vay.",Phương án sử dụng vốn.,Tất cả đáp án trên.,1,"Điểm d Khoản 3 Điều 8 QC 656/QC-HĐTV-TD được sửa đổi, bổ sung tại QC 579/QC-HĐTV-TD  "
156,"Quyền và trách nhiệm của Agribank khi phát hiện khách hàng sử dụng vốn vay sai mục đích, vi phạm các nội dung trong thỏa thuận cho vay như thế nào?",Agribank nơi cho vay được quyền ngừng giải ngân để xử lý theo Thỏa thuận cho vay đã ký., Agribank nơi cho vay có trách nhiệm ngừng giải ngân để xử lý theo Thỏa thuận cho vay đã ký., Agribank nơi cho vay được quyền và có trách nhiệm ngừng giải ngân để xử lý theo Thỏa thuận cho vay đã ký.,Agribank nơi cho vay được quyền giải ngân theo Thỏa thuận cho vay đã ký.,3,Khoản 3 Điều 30 QC 656/QC-HĐTV-TD
157,Tài sản bảo đảm nào phải thông qua Tổ thẩm định tài sản bảo đảm (trừ các trường hợp quy định tại điểm c khoản 1 Điều 29 Quy định 2929)?,Tài sản có giá trị từ 12 tỷ đồng trở lên và phạm vi bảo đảm của tài sản đó từ 10 tỷ đồng (nợ gốc) trở lên,"Tài sản của cá nhân, tài sản chung của nhiều cá nhân để bảo đảm nghĩa vụ trên 2 tỷ đồng cho cá nhân khác, nhiều cá nhân khác mà bên bảo đảm và người có nghĩa vụ được bảo đảm không phải là đồng sở hữu, không phải đồng sử dụng tài sản hoặc không có mối quan hệ hôn nhân, huyết thống, nuôi dưỡng.",Đáp án 1 và 2.,,3,"Điểm a, b  Khoản 1 Điều 29 QĐ 3838/QyĐ-NHNo-TD được sửa đổi, bổ sung tại QĐ 2929/QyĐ-NHNo-TD"
158,"Theo quy định của Agribank, các tài sản bảo đảm bắt buộc phải được thẩm định giá bởi tổ chức có chức năng thẩm định giá?",Một TSBĐ đảm bảo cho nghĩa vụ cấp tín dụng từ 20 tỷ đồng (gốc) trở lên đối với khách hàng là đối tượng hạn chế cấp tín dụng theo quy định tại Điều 135 Luật Các TCTD năm 2024 ,"Một TSBĐ có giá trị từ 50 tỷ đồng trở lên, trừ những tài sản đã được kiểm toán giá trị hoàn thành bởi đơn vị kiểm toán độc lập trong khoảng thời gian 06 tháng tính đến ngày thẩm định tài sản.",Đáp án 1 và 2.,,3,"Tiết i, ii Điểm a Khoản 3 Điều 30 QĐ 3838/QyĐ-NHNo-TD được sửa đổi, bổ sung tại QĐ 2929/QyĐ-NHNo-TD"
159,Việc Agribank nhận chính tài sản bảo đảm để thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm có phải trình HĐTV hày không?,Có trình HĐTV,Không trình HĐTV,Chỉ trình TGĐ,"Giám đốc chi nhánh tự quyết định không trình HDDTV, TGĐ",1,"Khoản 26 Điều 1 QĐ 3838/QyĐ-NHNo-TD được sửa đổi, bổ sung tại Điểm a Khoản 1 Điều 58 QĐ 2929/QyĐ-NHNo-TD"
160,"Theo quy định hiện hành của Agribank, Chủ đầu tư được thế chấp dự án đầu tư có sử dụng đất đảm bảo thực hiện nghĩa vụ cấp tín dụng khi đáp ứng những điều kiện nào?"," Dự án đầu tư phải được lập theo quy định của pháp luật đầu tư, có quyết định chấp thuận chủ trương đầu tư/Giấy chứng nhận đăng ký đầu tư (trừ trường hợp dự án không phải có quyết định chấp thuận đầu tư/Giấy chứng nhận đăng ký đầu tư) của cơ quan Nhà nước có thẩm quyền. ",Có quy hoạch chi tiết được phê duyệt theo quy định của pháp luật; có một trong các tài liệu: quyết định cho phép chuyển mục đích sử dụng đất; quyết định giao đất/cho thuê đất; hợp đồng thuê đất; giấy chứng nhận quyền sử dụng đất.,"Khi dự án đầu tư được cơ quan nhà nước cấp giấy chứng nhận quyền sử dụng đất thì Agribank nơi cấp tín dụng phải lưu giữ giấy chứng nhận quyền sử dụng đất. Dự án, phần dự án đầu tư không bị cấm thế chấp, cấm chuyển nhượng theo quy định của pháp luật và/hoặc trong Giấy chứng nhận đăng ký đầu tư/Giấy phép của cấp có thẩm quyền",Tất cả đáp án trên,4,"Khoản 1 Điều 19 QĐ 3838/QyĐ-NHNo-TD được sửa đổi, bổ sung tại QĐ 2929/QyĐ-NHNo-TD"
161,Người thẩm định khoản cấp tín dụng trình xử lý rủi ro là Trưởng phòng kế hoạch và Quản lý rủi ro thì có được tham gia Hội đồng XLRR của khoản cấp tín dụng đó hay không?,Không được tham gia,Được tham gia,Do Chủ tịch HĐXLRR Chi nhánh loại I quyết định,,1,Điều 16 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024
162,"Theo nội dung sửa đổi, bổ sung tại Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024,Thư ký Hội đồng xử lý rủi ro Trụ sở chính rà soát hồ sơ XLRR đối với các khoản nợ của Chi nhánh loại I trên địa bàn khu vực Hà Nội, Thành phố Hồ Chí Minh cho khách hàng pháp nhân có tổng dư nợ cấp tín dụng nội, ngoại bảng bao gồm cả nội tệ, ngoại tệ (quy đổi theo tỷ giá Agribank công bố) tại thời điểm xử lý rủi ro là:",Trên 2 tỷ đồng.,"Trên 2,5 tỷ đồng.",Trên 3 tỷ đồng.,Trên 5 tỷ đồng.,4,Khoản  9  Điều 1  Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024 sửa đổi  Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
163,"Theo nội dung sửa đổi, bổ sung tại Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024, Thư ký Hội đồng xử lý rủi ro Trụ sở chính rà soát hồ sơ XLRR đối với các khoản nợ của Chi nhánh loại I trên địa bàn khu vực Hà Nội, Thành phố Hồ Chí Minh cho khách hàng cá nhân có tổng dư nợ cấp tín dụng nội, ngoại bảng bao gồm cả nội tệ, ngoại tệ (quy đổi theo tỷ giá Agribank công bố) tại thời điểm xử lý rủi ro là:","Trên 0,5 tỷ đồng.",Trên 1 tỷ đồng.,"Trên  1,5  tỷ đồng.",Trên 2 tỷ đồng.,4,Khoản  9  Điều 1  Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024 sửa đổi  Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
164,"Theo nội dung sửa đổi, bổ sung tại Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024,Thư ký Hội đồng xử lý rủi ro Trụ sở chính rà soát hồ sơ XLRR đối với các khoản nợ của các Chi nhánh  cấp tín dụng (ngoại trừ trên địa bàn khu vực Hà Nội, Thành phố Hồ Chí Minh) cho khách hàng cá nhân có tổng số tiền của tất cả các lần xử lý rủi ro bao gồm cả nội tệ, ngoại tệ (quy đổi theo tỷ giá Agribank công bố) tại thời điểm xử lý rủi ro là:",Trên 2 tỷ đồng.,Trên 3 tỷ đồng.,Trên 4 tỷ đồng.,Trên 5 tỷ đồng.,4,Khoản  9  Điều 1  Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024 sửa đổi  Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
165,"Theo nội dung sửa đổi, bổ sung tại Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024, Thư ký Hội đồng xử lý rủi ro Trụ sở chính rà soát hồ sơ XLRR đối với các khoản nợ của các Chi nhánh  cấp tín dụng (ngoại trừ trên địa bàn khu vực Hà Nội, Thành phố Hồ Chí Minh) cho khách hàng pháp nhân có tổng số tiền của tất cả các lần xử lý rủi ro bao gồm cả nội tệ, ngoại tệ (quy đổi theo tỷ giá Agribank công bố) tại thời điểm xử lý rủi ro là:",Trên 5 tỷ đồng.,Trên 10  tỷ đồng.,Trên 15 tỷ đồng.,Trên 20  tỷ đồng.,4,Khoản  9  Điều 1  Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024 sửa đổi  Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
166,"Theo nội dung sửa đổi, bổ sung tại Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024,Thư ký Hội đồng xử lý rủi ro Trụ sở chính rà soát hồ sơ XLRR  đối với các khoản nợ của Chi nhánh loại I trên địa bàn khu vực Hà Nội, Thành phố Hồ Chí Minh cho khách hàng cá nhân vay vốn phục vụ hoạt động sản xuất kinh doanh của doanh nghiệp tư nhân, có tổng dư nợ cấp tín dụng nội, ngoại bảng bao gồm cả nội tệ, ngoại tệ (quy đổi theo tỷ giá Agribank công bố) tại thời điểm xử lý rủi ro là:",Trên 2 tỷ đồng.,"Trên  1,5 tỷ đồng.",Trên 1 tỷ đồng.,"Trên 2,5 tỷ đồng.",4,Khoản  9  Điều 1  Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024 sửa đổi  Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
167,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, việc xuất toán nợ đã xử lý rủi ro ra khỏi tài khoản ngoại bảng chỉ được thực hiện đáp ứng điều kiện nào?","Có hồ sơ, tài liệu chứng minh đã thực hiện được tất cả các biện pháp thu hồi nợ nhưng không thu được nợ",Phải được HĐTV thông qua,Phải được NHNN phê duyệt bằng văn bản sau khi có ý kiến của Bộ tài chính,Tất cả đáp án trên,4,"Khoản 3, Điều 20 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024"
168,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, nguyên tắc xử lý khi có tổn thất về tài sản đối với khoản nợ được thực hiện như thế nào?",Xử lý tài sản bảo đảm (nếu có) theo thỏa thuận của các bên và theo quy định của pháp luật,"Xác định nguyên nhân, trách nhiệm và xử lý tổn thất về tài sản đối với các khoản nợ thực hiện theo quy định của chính phủ về chế độ tài chính đối với TCTD, chi nhánh ngân hàng nước ngoài",Cả 2 đáp án trên,,3,Điều 22 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024
169,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, Agribank thực hiện trích lập dự phòng dự phòng rủi ro tại thời điểm nào?","Trong 10 (mười) ngày đầu tiên của tháng, Agribank thực hiện trích lập dự phòng cho thời điểm cuối ngày cuối cùng của tháng trước liền kề.
Riêng kỳ trích lập dự phòng rủi ro ngày 31/12, căn cứ vào kết quả phân loại nợ cuối năm tài chính, thực hiện trích lập dự phòng rủi ro theo quy định","Mỗi quý một lần, chậm nhất ngày 10 của tháng đầu quý tiếp theo, tại thời điểm cuối ngày làm việc cuối cùng của quý trước để thực hiện trích lập","Trong 07 (bảy) ngày đầu tiên của tháng, Agribank thực hiện trích lập dự phòng cho thời điểm cuối ngày cuối cùng của tháng trước liền kề.
Riêng kỳ trích lập dự phòng rủi ro ngày 31/12, căn cứ vào kết quả phân loại nợ cuối năm tài chính, thực hiện trích lập dự phòng rủi ro theo quy định",,3,Khoản 1 Điều 14 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
170,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với Quyền sử dụng đất là bao nhiêu?",5%,25%,20%,10%,2,"Tiết i, điểm g, Khoản 1 Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024"
171,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với Quyền sử dụng đất và tài sản gắn liền trên đất là bao nhiêu?",5%,25%,20%,10%,2,"Tiết i, điểm g, Khoản 1 Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2025"
172,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với tài sản gắn liền trên đất là bao nhiêu?",5%,25%,20%,10%,4,"Tiết ii, điểm g, Khoản 1, Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2026"
173,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với bất động sản khác là bao nhiêu?",5%,25%,20%,10%,1,"Tiết iii, điểm g, Khoản 1, Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2027"
174,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với máy bay là bao nhiêu?",5%,25%,20%,10%,1,"Tiết i, Điểm i, Khoản 2, Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2028"
175,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với tàu thủy, phương tiện giao thông là bao nhiêu?",5%,25%,20%,10%,1,"Tiết i, Điểm i, Khoản 2, Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2029"
176," Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với máy móc thiết bị là bao nhiêu?",5%,25%,20%,10%,1,"Tiết ii, Điểm i, Khoản 2, Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2030"
177,"Theo nội dung sửa đổi, bổ sung tại Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025, Tỷ lệ khấu trừ của tài sản bảo đảm đối với động sản khác là bao nhiêu?",5%,25%,20%,10%,1,"Tiết iii, Điểm i, Khoản 2, Điều 1 Quy chế 565/QC-HĐTV RRTD ngày 26/6/2025 sửa đổi bổ sung một số điều Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2031"
178,Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 và văn bản sửa đổi bổ sung: Trường hợp thành viên HĐXLRR Chi nhánh loại I là người thẩm định/quyết định cấp tín dụng thì  HĐXLRR Chi nhánh loại I thực hiện như thế nào?,Giám đốc Chi nhánh loại I là người thẩm định/quyết định cấp tín dụng thì phân công cho PGĐ làm chủ tịch Hội đồng để XLRR khoản cấp tín dụng đó,Trưởng phòng là người thẩm định/quyết định cấp tín dụng thì Chủ tịch Hội đồng chỉ định một phó phòng hoặc cán bộ (trong trường hợp không có phó phòng) tham gia hội đồng để XLRR khoản cấp tín dụng đó,Chủ tịch Hội đồng XLRR quyết định tổ chức họp khuyết thành phần HĐXLRR Chi nhánh loại I,"Đáp án 1,2",4,Điều16 Q Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
179,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, người thẩm định đối với khoản nợ đề nghị XLRR không được tham gia vào quá trình nào sau đây?",HĐXLRR tại Chi nhánh loại I,Tổ giúp việc cho HĐXLRR Chi nhánh loại I,"Báo cáo phân tích, đề nghị XLRR đối với khoản nợ đề nghị XLRR (Mẫu 7A hoặc 7B, Mẫu 11)",Tất cả đáp án trên,4,Khoản 4 Điều 17 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024 
180,"Quy chế 910/QC-HĐTV-RRTD ngày 31/07/20241, tỷ lệ khấu trừ đối với số dư tiền gửi, chứng chỉ tiền gửi của khách hàng bằng đồng Việt Nam tại Agribank là bao nhiêu?",100%,95%,85%,80%,1,Khoản 1 Điều 11 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024
181,"Theo quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, đối tượng khách hàng nào phải thực hiện phân loại nợ và cam kết ngoại bảng theo phương pháp định tính?",Tất cả các khách hàng vay vốn trong hệ thống Agribank,Khách hàng là pháp nhân (bao gồm cả khách hàng Tổ chức tín dụng) được xếp hạng khách hàng trên Hệ thống xếp hạng tín dụng nội bộ,Khách hàng là cá nhân (bao gồm cả khách hàng chủ doanh nghiệp tư nhân vay vốn cho hoạt động của Doanh nghiệp tư nhân) có dư nợ từ 500 triệu đồng trở lên,Đáp án 2&3,4,Khoản 1 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
182,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng pháp nhân (không bao gồm pháp nhân là Tổ chức tín dụng) và khách hàng cá nhân có kết quả xếp hạng từ A1 đến A12 trên hệ thống xếp hạng tín dụng nội bộ, theo phương pháp phân loại nợ định tính là nhóm mấy?",Nhóm 1,Nhóm 2,Nhóm 3,Nhóm 4,1,Khoản 2 Điều 7 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024.
183,Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 các khoản nợ được Agribank đánh giá có khả năng thu hồi đầy đủ cả nợ gốc và lãi nhưng có dấu hiệu suy giảm khả năng trả nợ được phân vào nợ nhóm mấy?,Nhóm 1,Nhóm 2,Nhóm 4,Nhóm 5,2,Khoản 2 Điều 7 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024.
184,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, các mức xếp hạng trên Hệ thống xếp hạng tương ứng với nợ nhóm 2 đối với khách hàng là cá nhân và khách hàng pháp nhân (không bao gồm pháp nhân là Tổ chức tín dụng) là mức nào?","B1, B2, B3",B,D1,,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
185,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng cá nhân xếp hạng B1 trên Hệ thống xếp hạng  tín dụng nội bộ thì tương ứng nhóm nợ nào?",Nhóm 2,Nhóm 3,Nhóm 4,Nhóm 5,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
186,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng nợ nhóm 3 thì tương ứng mức xếp hạng nào?",D1,D2,D3,,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
187,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng nợ nhóm 4 thì tương ứng mức xếp hạng nào?",D2,D3,D1,,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
188,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng nợ nhóm 5 thì tương ứng mức xếp hạng nào?",D3,D2,D1,,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
189,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng xếp hạng D3 trên Hệ thống xếp hạng  tín dụng nội bộ thì tương ứng nhóm nợ nào?",nhóm 5,nhóm 4,nhóm 3,nhóm 2,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
190,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, khách hàng cá nhân và khách hàng pháp nhân (không bao gồm pháp nhân là Tổ chức tín dụng) nợ nhóm 1 thì tương ứng mức xếp hạng nào?",Từ A1 đến A12,Từ B1 đến B12,Từ C1 đến C12,Từ D1 đến D12,1,Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 
191,"Theo Quy chế 1546/QC-HĐTV-TD ngày 27/12/2024, Agribank nơi cho vay được quyết định gia hạn nợ các khoản nợ được cơ cấu giữ nguyên nhóm nợ theo quy định của Chính phủ, NHNN đối với các khoản vay nào?",Khoản vay tại Agribank nơi cho vay ,Khoản vay vượt thẩm quyền ,Đáp án 1 và 2,,3,"Điểm b, Khoản 4, Điều 1, Quy chế 1546/QC-HĐTV-TD ngày 27/12/2024"
192,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024, Khoản nợ quá hạn trên 360 ngày được phân loại nợ nhóm mấy?",Nợ nhóm 2,Nợ nhóm 3,Nợ nhóm 4,Nợ nhóm 5,4,Điều 6 Quy chế số 910/QC-HĐTV-RRTD ngày 31/07/2024
