NGÂN HÀNG NÔNG NGHIỆP,,,,CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM,,,,
VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM,,,,Độc lập - Tự do - Hạnh phúc,,,,
168,28,"Theo  Quy chế số 168/QC-HĐTV-TTh, sự cố truyền thông là gì?",Là trường hợp xuất hiện tin đồn tiêu cực về Agribank trên mạng xã hội,"Là trường hợp xuất hiện thông tin ảnh hưởng đến uy tín, thương hiệu Agribank trên báo chí","Là trường hợp tại chi nhánh, phòng giao dịch xảy ra tấn công, đe dọa nhân viên để cướp tài sản.","Là trường hợp xuất hiện thông tin, tin đồn tiêu cực về con người, sự việc nào đó có ảnh hưởng hoặc có nguy cơ ảnh hưởng đến hoạt động kinh doanh, uy tín, thương hiệu của Agribank",4,Khoản 13 Điều 3 Quy chế số 168/QC-HĐTV-TTh
169,29,"Theo  Quy chế số 168/QC-HĐTV-TTh, việc công bố thông tin doanh nghiệp phải đảm bảo nguyên tắc nào? ",Đầy đủ - chính xác - kịp thời,Công khai - đầy đủ - rộng rãi,Công khai - kịp thời - hiệu quả,Minh bạch - đầy đủ - kịp thời,1,Điều 4 Quy chế số 168/QC-HĐTV-TTh 
170,30,Quy tắc nào sau đây không thuộc Quy tắc ứng xử chung trên mạng xã hội Theo QĐ số 874/QĐ-BTTTT? ,Tôn trọng,Lành mạnh,Trách nhiệm,Công bằng,4,"Điều 3, QĐ số 874/QĐ-BTTTT về Quy tắc ứng xử trên mạng xã hội "
171,31,"Theo QĐ số 874/QĐ-BTTTT, quy tắc ứng xử chung trên mạng xã hội bao gồm:","Tôn trọng, tuân thủ pháp luật; Lành mạnh; An toàn, bảo mật thông tin; Trách nhiệm.",Tôn trọng; Lành mạnh; An toàn; Trách nhiệm; Công bằng.,Tôn trọng; Lành mạnh; Bảo mật thông tin; Trách nhiệm; Công bằng,"Tôn trọng; Lành mạnh; An toàn, bảo mật thông tin; Trách nhiệm; Công bằng",1,"Điều 3, QĐ số 874/QĐ-BTTTT về Quy tắc ứng xử trên mạng xã hội "
172,32,"Theo Nghị định 15/2020/NĐ-CP, các hành vi bị xử phạt vi phạm hành chính vì lợi dụng mạng xã hội là:","Cung cấp, chia sẻ thông tin giả mạo, thông tin sai sự thật, xuyên tạc, vu khống, xúc phạm uy tín của cơ quan, tổ chức, danh dự, nhân phẩm của cá nhân","Cung cấp, chia sẻ thông tin cổ súy các hủ tục, mê tín, dị đoan, dâm ô, đồi trụy, không phù hợp với thuần phong, mỹ tục của dân tộc","Cung cấp, chia sẻ hình ảnh bản đồ Việt Nam nhưng không thể hiện hoặc thể hiện không đúng chủ quyền quốc gia",Tất cả các đáp án trên,4,"Điều 101, Nghị định 15/2020/NĐ-CP"
173,33, Theo Quy định Chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank nhằm hạn chế và ngăn ngừa rủi ro nào?,Rủi ro tài chính trong các giao dịch lớn,"Rủi ro đạo đức có thể gây ra cho Agribank cũng như khách hàng, đối tác của Agribank",Rủi ro về nhân sự và tuyển dụng,Rủi ro trong các chiến lược marketing,2,Khoản 1 Điều 2 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
174,34,Hành vi nào sau đây là vi phạm Quy định Chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank?,Hiểu biết pháp luật và tuân thủ đầy đủ quy định của pháp luật,"Tuân thủ quy định nội bộ, quy trình nghiệp vụ của ngành Ngân hàng và Agribank","Nắm vững các quy trình, thủ tục, thuần thục các thao tác chuyên môn, nghiệp vụ","Sử dụng thông tin, cơ hội kinh doanh và tài sản của Agribank để thu lợi cá nhân",4,Điểm d khoản 1 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
175,35,Hành vi nào sau đây là vi phạm chuẩn mực về sự cẩn trọng (Theo Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024)?,Kỹ lưỡng trong quá trình giải quyết công việc,"Có tinh thần trách nhiệm, hết lòng vì công việc","Tuân thủ nghiêm sự quản lý, kiểm tra, giám sát và kiểm toán theo quy định",Bao che các hành vi gian lận hoặc làm tắt bỏ qua các bước trong quy trình nghiệp vụ,4,Khoản 2 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
176,36,"Theo Quy định số 1345/QyĐ-HĐTV-TTh, khi phát hiện hành vi vi phạm hoặc nguy cơ xảy ra vi phạm, cán bộ Agribank cần:",Tự giải quyết theo kinh nghiệm cá nhân,Làm lơ nếu không ảnh hưởng đến công việc của mình,Báo cáo kịp thời cấp có thẩm quyền ,Bảo mật thông tin để tránh ảnh hưởng đến danh tiếng cá nhân,3,Điểm đ Khoản 3 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
177,37,"Sự tận tâm, chuyên cần trong chuẩn mực đạo đức nghề nghiệp của cán bộ Agribank được quy định như thế nào (Theo Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024)?","Sẵn sàng nhận nhiệm vụ, thực hiện công việc với sự tận tâm, chu đáo, tác phong, thái độ lịch sự, nghiêm túc; quyết tâm hoàn thành đạt kết quả cao nhất vì sự phát triển bền vững của Agribank, khách hàng và cộng đồng","Chuyên tâm, cần cù, chủ động học hỏi, tích luỹ kinh nghiệm, nâng cao kiến thức chuyên môn, khả năng sử dụng công nghệ, ngoại ngữ và kỹ năng quản trị, xử lý công việc.","Tuyệt đối không lơ là, tắc trách, thiếu tinh thần trách nhiệm; không để quá hạn, bỏ sót nhiệm vụ được phân công.",Tất cả các đáp án trên,4,Khoản 4 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
178,38,"Nội dung nào sau đây KHÔNG đúng với quy định của chuẩn mực Sự tận tâm, chuyên cần (Theo Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024)?","Sẵn sàng nhận nhiệm vụ, thực hiện công việc với sự tận tâm, chu đáo","Chuyên tâm, cần cù, chủ động học hỏi, tích luỹ kinh nghiệm, nâng cao kiến thức chuyên môn, khả năng sử dụng công nghệ, ngoại ngữ và kỹ năng quản trị, xử lý công việc.",Bỏ qua những công việc khó và chỉ thực hiện nhiệm vụ dễ,"Tuyệt đối không lơ là, tắc trách, thiếu tinh thần trách nhiệm",3,Khoản 4 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
179,39,"Theo Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024, một cán bộ có tinh thần vượt khó sẽ:",Tìm cách né tránh những công việc khó khăn,Chỉ làm việc khi điều kiện thuận lợi,"Dám đối mặt, vượt qua khó khăn, thách thức để hoàn thành công việc",Chờ đợi người khác giải quyết thay,3,Điểm b Khoản 5 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
180,40,Cán bộ Agribank KHÔNG được phép làm gì trong giờ làm việc (Theo Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024)?,Làm việc riêng,Sử dụng các thiết bị giải trí cá nhân ,Tham gia các hoạt động khác không liên quan đến công việc trong giờ làm việc.,Tất cả các đáp án trên,4,Điểm d Khoản 6 Điều 3 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
181,41,Đâu KHÔNG phải trách nhiệm của cán bộ Agribank (Theo Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024)?,Trung thành vì lợi ích của Agribank,Bảo vệ tài sản của Agribank,"Giảm sự tương tác giữa các phòng, ban để tránh xung đột","Bảo mật thông tin của Agribank, khách hàng, đối tác",3,Điều 4 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
182,42,"""Bảo mật thông tin của Agribank, khách hàng, đối tác"" là trách nhiệm của ai (Theo Quy định số 1345/QyĐ-HĐTV-TTh)?",Cán bộ Agribank ,Giao dịch viên Agribank ,Trung tâm Công nghệ thông tin,Ban Khách hàng cá nhân,1,Điều 4 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
183,43,"""Xây dựng và bảo vệ hình ảnh, thương hiệu, uy tín Agribank"" là trách nhiệm của ai (Theo Quy định số 1345/QyĐ-HĐTV-TTh)?",Người lao động tại Ban Truyền thông ,Người lao động tại Trường Đào tạo cán bộ,Giao dịch viên Agribank ,Toàn thể Ban lãnh đạo và người lao động Agribank ,4,Điều 4 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
184,44,Cán bộ cấp trên ứng xử với cán bộ cấp dưới thế nào theo quy định ứng xử nội bộ trong Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024?,Né tránh trách nhiệm khi có vấn đề xảy ra,Chỉ thực hiện nhiệm vụ của mình mà không quan tâm đến cấp dưới,"Luôn gương mẫu về cách hành xử trong công việc, lối sống; tuyệt đối không né tránh trách nhiệm, không đùn đẩy công việc",Phân công nhiệm vụ tùy ý mà không cần xem xét năng lực cấp dưới,3,Điểm a Khoản 2 Điều 6 Quy định số 1345/QyĐ-HĐTV-TTh ngày 15/11/2024 Quy định chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử của cán bộ Agribank
185,45,"Theo QĐ 936/QyĐ-HĐTV-TCKT, thẩm quyền quyết định chi phí dịch vụ quảng cáo, truyền thông tại Chi nhánh loại I là bao nhiêu? ",Tối đa 100 triệu đồng,Tối đa 200 triệu đồng,Tối đa 500 triệu đồng,Tối đa 300 triệu đồng,2,"Điều 4 và 5, QĐ 936/QyĐ-HĐTV-TCKT"
186,46,Trọng tâm của tư duy xử lý khiếu nại thời đại số là gì?,Giải quyết nhanh hồ sơ.,Giải quyết vấn đề và phục hồi niềm tin.,Giảm thiểu trách nhiệm.,Tuân thủ quy trình.,2,5.1. Tư duy xử lý khiếu nại thời đại số. Slide số 4
187,47,Mục tiêu kép của Agribank trong xử lý khiếu nại là gì?,Bảo vệ lợi nhuận và thị phần.,Bảo vệ khách hàng và bảo vệ uy tín hệ thống.,Bảo vệ nhân viên và quy trình.,Bảo vệ dữ liệu và công nghệ.,2,5.1.1. Mục tiêu kép. Slide số 5
188,48,Vì sao không được phán đoán vội vàng khi tiếp nhận khiếu nại?,Vì Xử lý không chuẩn = tạo thêm “effort” cho khách hàng; Một sai sót nhỏ có thể gây rủi ro diện rộng.,Vì dễ làm kéo dài thời gian xử lý hồ sơ.,Vì có thể ảnh hưởng đến hình ảnh cá nhân người xử lý.,Vì làm ảnh hưởng đến uy tín của khách hàng và của ngân hàng.,1,5.1.2. Nguyên tắc vàng: nhanh – chuẩn – minh bạch – an toàn. Slide số 11 
189,49,"""Minh bạch” trong xử lý khiếu nại là gì?",Cung cấp toàn bộ thông tin nội bộ cho khách hàng.,"Thông tin rõ ràng, đầy đủ và dễ hiểu cho khách hàng về quá trình xử lý.",Công khai chi tiết toàn bộ quy trình nội bộ của ngân hàng.,Báo cáo chi tiết cho cấp quản lý.,2,5.1.2 – Minh bạch. Slide số 9
190,50,“Xin lỗi phù hợp” được hiểu đúng là:,Nhận lỗi hoàn toàn.,"Xin lỗi vì trải nghiệm, chưa kết luận lỗi.",Chỉ xin lỗi khi có sai phạm.,Xin lỗi theo mẫu.,2,"5.1.3. Quản trị kỳ vọng: nói đúng, nói đủ, nói kịp thời. Slide số 13"
